pfam02950	Conotoxin
pfam15919	HicB_like antitoxin of bacterial toxin-antitoxin system
pfam13200	Putative glycosyl hydrolase domain
pfam08760	Domain of unknown function (DUF1793)
pfam05539	Pneumovirinae attachment membrane glycoprotein G
pfam08306	Glycosyl hydrolase family 98
pfam10791	Mitochondrial F1-F0 ATP synthase subunit F of fungi
pfam13795	HupE / UreJ protein
pfam15957	Commissureless
pfam03277	Herpesvirus UL4 family
pfam18023	BDBT FKBP like N-terminal 
pfam17886	HSP20-like domain found in ArsA
pfam15156	Ceroid-lipofuscinosis neuronal protein 6
pfam13472	GDSL-like Lipase/Acylhydrolase family
pfam05547	Immune inhibitor A peptidase M6
pfam06521	PAR1 protein
pfam03732	Retrotransposon gag protein 
pfam07079	Protein of unknown function (DUF1347)
pfam13156	Restriction endonuclease
pfam19613	Family of unknown function (DUF6118)
pfam17513	Family of unknown function (DUF5441)
pfam06315	Isocitrate dehydrogenase kinase/phosphatase (AceK)
pfam18856	Bacterial archaeo-eukaryotic release factor family 12
pfam17864	RuvB AAA lid domain
pfam05277	Protein of unknown function (DUF726)
pfam13957	Toxin YafO, type II toxin-antitoxin system
pfam12785	Variant erythrocyte surface antigen-1
pfam14770	Transmembrane protein 18
pfam16980	Putative citrate transport
pfam07933	Protein of unknown function (DUF1681)
pfam05732	Firmicute plasmid replication protein (RepL)
pfam09527	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter
pfam07627	Protein of unknown function (DUF1588)
pfam03547	Membrane transport protein
pfam04430	Protein of unknown function (DUF498/DUF598)
pfam07901	Protein of unknown function (DUF1672)
pfam15472	Domain of unknown function (DUF4638)
pfam19876	Family of unknown function (DUF6349)
pfam09618	CRISPR-associated protein (Cas_Csy4)
pfam15200	Keratinocyte differentiation-associated
pfam01068	ATP dependent DNA ligase domain
pfam13919	Asx homology domain
pfam04707	PRELI-like family
pfam00110	wnt family
pfam15795	Ectodermal ciliogenesis protein
pfam12122	Cytoplasmic N-terminal domain of rhomboid serine protease
pfam17938	Tetracyclin repressor-like, C-terminal domain
pfam09089	Phage short tail fibre protein gp12, middle domain
pfam03539	Spumavirus aspartic protease (A9)
pfam19101	Family of unknown function (DUF5788)
pfam19626	Family of unknown function (DUF6131)
pfam17526	Family of unknown function (DUF5448)
pfam13646	HEAT repeats
pfam19133	Family of unknown function (DUF5816)
pfam18592	Tho1/MOS11 C-terminal domain
pfam17800	Nucleoplasmin-like domain
pfam06881	RNA polymerase II transcription factor SIII (Elongin) subunit A
pfam09138	Urm1 (Ubiquitin related modifier)
pfam08535	KorB domain
pfam13286	Phosphohydrolase-associated domain
pfam15264	Tumour suppressing sub-chromosomal transferable candidate 4
pfam16005	KH-like RNA-binding domain
pfam07877	Protein of unknown function (DUF1661)
pfam18915	Domain of unknown function (DUF5667)
pfam00630	Filamin/ABP280 repeat
pfam11134	Phage stabilisation protein
pfam18683	Chitinase W immunoglobulin-like domain
pfam05289	Borrelia hemolysin accessory protein
pfam05637	galactosyl transferase GMA12/MNN10 family
pfam10333	GPI-Mannosyltransferase II co-activator
pfam04563	RNA polymerase beta subunit
pfam08248	Tryptophyllin-3 skin active peptide
pfam13305	Tetracyclin repressor-like, C-terminal domain
pfam08057	Erythromycin resistance leader peptide
pfam07722	Peptidase C26
pfam19000	Family of unknown function (DUF5729)
pfam08796	Protein of unknown function (DUF1797)
pfam04814	Hepatocyte nuclear factor 1 (HNF-1), N terminus
pfam05923	APC repeat
pfam02445	Quinolinate synthetase A protein
pfam12204	Domain of unknown function (DUF3598)
pfam08688	Apx/Shroom domain ASD1
pfam07185	Protein of unknown function (DUF1404)
pfam16994	Glycosyl-transferase family 4
pfam00338	Ribosomal protein S10p/S20e
pfam04602	Mycobacterial cell wall arabinan synthesis protein
pfam14568	SMI1-KNR4 cell-wall
pfam05649	Peptidase family M13
pfam08019	Phosphoethanolamine transferase EptA/EptB
pfam15928	Domain of unknown function (DUF4746)
pfam18243	Metal-independent restriction enzyme BfiI DNA binding domain
pfam09077	Mu B transposition protein, C terminal 
pfam15536	Bacterial toxin 3
pfam19064	Family of unknown function (DUF5760)
pfam11614	IG-like fold at C-terminal of FixG, putative oxidoreductase
pfam18309	Argonaute PAZ domain
pfam07255	Benyvirus 14KDa protein
pfam00402	Calponin family repeat
pfam05916	GINS complex protein
pfam05117	Family of unknown function (DUF695) 
pfam08394	Archaeal TRASH domain
pfam03498	Cytolethal distending toxin A/C domain
pfam11802	Centromere-associated protein K
pfam00270	DEAD/DEAH box helicase
pfam00011	Hsp20/alpha crystallin family
pfam09310	POU domain, class 2, associating factor 1
pfam03015	Male sterility protein
pfam17076	SBE2, cell-wall formation
pfam07889	Protein of unknown function (DUF1664)
pfam05159	Capsule polysaccharide biosynthesis protein
pfam12260	Protein-kinase domain of FAM69
pfam19985	Family of unknown function (DUF6421)
pfam13493	Domain of unknown function (DUF4118)
pfam05015	RelE-like toxin of type II toxin-antitoxin system HigB
pfam07148	Maltose operon periplasmic protein precursor (MalM)
pfam08645	Polynucleotide kinase 3 phosphatase
pfam10950	Organ specific protein 
pfam02488	Merozoite Antigen
pfam08859	DGC domain
pfam15493	Domain of unknown function, YrpD
pfam03159	XRN 5'-3' exonuclease N-terminus
pfam00540	gag gene protein p17 (matrix protein)
pfam19086	Terpene synthase family 2, C-terminal metal binding
pfam06424	PRP1 splicing factor, N-terminal
pfam13536	Putative multidrug resistance efflux transporter
pfam12483	E3 Ubiquitin ligase
pfam08817	WXG100 protein secretion system (Wss), protein YukD
pfam08285	Dolichol-phosphate mannosyltransferase subunit 3 (DPM3)
pfam04054	CCR4-Not complex component, Not1
pfam09879	Predicted membrane protein (DUF2106)
pfam05498	Rapid ALkalinization Factor (RALF) 
pfam03117	UL49 family
pfam03916	Polysulphide reductase, NrfD
pfam17975	Ribonucleotide reductase alpha domain
pfam01352	KRAB box
pfam20124	Family of unknown function (DUF6514)
pfam18573	BclA C-terminal domain
pfam08155	NOGCT (NUC087) domain
pfam09558	Protein of unknown function (DUF2375)
pfam00851	Helper component proteinase
pfam03855	M-factor
pfam06071	Protein of unknown function (DUF933)
pfam13928	Flocculin type 3 repeat
pfam19948	Family of unknown function (DUF6410)
pfam06210	Protein of unknown function (DUF1003)
pfam09629	YorP protein
pfam07529	HSA
pfam03649	Uncharacterised protein family (UPF0014)
pfam09175	Domain of unknown function (DUF1944)
pfam19553	Family of unknown function (DUF6076)
pfam17653	Family of unknown function (DUF5522)
pfam08578	Protein of unknown function (DUF1765)
pfam03289	Poxvirus protein I1
pfam09943	Uncharacterized protein conserved in archaea (DUF2175)
pfam03923	Uncharacterized lipoprotein
pfam15305	Intraflagellar transport protein 43
pfam04397	LytTr DNA-binding domain
pfam03637	Mob1/phocein family
pfam07087	Protein of unknown function (DUF1353)
pfam03145	Seven in absentia protein family
pfam09125	Cytochrome C oxidase subunit II, transmembrane
pfam08528	Whi5 like
pfam08845	Toxin SymE, type I toxin-antitoxin system
pfam00141	Peroxidase
pfam08659	KR domain
pfam05039	Agouti protein
pfam15253	SCL-interrupting locus protein N-terminus
pfam03973	Triabin
pfam11397	Glycosyltransferase (GlcNAc)
pfam04451	Large eukaryotic DNA virus major capsid protein
pfam06262	Zincin-like metallopeptidase
pfam18523	Sld3 N-terminal domain
pfam07579	Domain of Unknown Function (DUF1548)
pfam09782	NADH:ubiquinone oxidoreductase, NDUFB6/B17 subunit
pfam09679	Type-F conjugative transfer system pilin chaperone (TraQ)
pfam08617	Kinase binding protein CGI-121
pfam13978	Protein of unknown function (DUF4223)
pfam06021	Aralkyl acyl-CoA:amino acid N-acyltransferase
pfam05258	Dna[CI] antecedent, DciA
pfam16467	Domain of unknown function (DUF5048)
pfam05047	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain 
pfam07858	Limonene-1,2-epoxide hydrolase catalytic domain
pfam06474	MltD lipid attachment motif
pfam00651	BTB/POZ domain
pfam05188	MutS domain II
pfam16734	Type IV pilin-like G and H, putative
pfam17925	Tetracyclin repressor-like, C-terminal domain
pfam12193	Sulfolobus virus coat protein C terminal
pfam03849	Transcription factor Tfb2
pfam09829	Uncharacterized protein conserved in bacteria (DUF2057)
pfam08149	BING4CT (NUC141) domain
pfam11054	Sporozoite TA4 surface antigen
pfam17853	GGDEF-like domain
pfam18516	RuvC nuclease domain
pfam15183	Melanocortin-2 receptor accessory protein family
pfam14352	Domain of unknown function (DUF4402)
pfam02198	Sterile alpha motif (SAM)/Pointed domain
pfam08936	Carboxysome Shell Carbonic Anhydrase
pfam08137	DVL family
pfam03837	RecT family
pfam11291	Protein of unknown function (DUF3091)
pfam17026	Putative ribonucleoprotein zinc-finger pf C4 type
pfam18883	Autochaperone Domain Type 1
pfam13183	4Fe-4S dicluster domain
pfam18092	DraK Histidine Kinase N-terminal domain
pfam12212	PAZ domain
pfam00220	Neurohypophysial hormones, N-terminal Domain
pfam05837	Centromere protein H (CENP-H)
pfam09362	Domain of unknown function (DUF1996)
pfam04614	Pex19 protein family
pfam17308	Pro-corazonin
pfam02417	Chromate transporter
pfam03188	Eukaryotic cytochrome b561
pfam08035	Opioids neuropeptide
pfam08888	HopJ type III effector protein
pfam05655	Pseudomonas avirulence D protein (AvrD)
pfam04802	Component of IIS longevity pathway SMK-1
pfam05849	Fibroin light chain (L-fibroin)
pfam07331	Tripartite tricarboxylate transporter TctB family
pfam19236	ADAM cysteine-rich domain
pfam16505	P4 movement protein of Emaravirus, and the 30K superfamily
pfam02459	Adenoviral DNA terminal protein
pfam07303	Occludin homology domain
pfam11563	Protoglobin
pfam11814	Peptidase_C39 like family
pfam17013	Putative acetyl-transferase
pfam07249	Cerato-platanin
pfam19461	Family of unknown function (DUF5998)
pfam09027	GTPase binding
pfam03258	Baculovirus FP protein
pfam03047	COMC family
pfam15978	Tn7-like transposition protein D
pfam04134	DCC1-like thiol-disulfide oxidoreductase
pfam07495	Y_Y_Y domain
pfam11602	ATPase P4 of dsRNA bacteriophage phi-12
pfam05145	Transition state regulatory protein AbrB
pfam01568	Molydopterin dinucleotide binding domain
pfam07237	Protein of unknown function (DUF1428)
pfam05973	Phage derived protein Gp49-like (DUF891)
pfam03039	Interleukin-12 alpha subunit
pfam09589	HrpA pilus formation protein
pfam13253	Protein of unknown function (DUF4044)
pfam07689	KaiB domain
pfam00414	Neuraxin and MAP1B repeat
pfam17432	Domain of unknown function (DUF3458_C) ARM repeats
pfam08434	Calcium-activated chloride channel N terminal
pfam09880	Predicted membrane protein (DUF2107)
pfam03338	Poxvirus J1 protein
pfam18774	APOBEC4-like -AID/APOBEC-deaminase
pfam04698	Rab effector MyRIP/melanophilin C-terminus
pfam07181	VirC2 protein
pfam02441	Flavoprotein
pfam07319	Primosomal protein DnaI N-terminus
pfam16100	RecQ-mediated genome instability protein 2
pfam05851	Lentivirus virion infectivity factor (VIF)
pfam13333	Integrase core domain
pfam14693	Ribosomal protein TL5, C-terminal domain
pfam10305	RNA pol II promoter Fmp27 protein domain
pfam19754	Family of unknown function (DUF6241)
pfam13301	Protein of unknown function (DUF4079)
pfam04786	ssDNA binding protein 
pfam07357	Dinitrogenase reductase ADP-ribosyltransferase (DRAT)
pfam06177	QueT transporter
pfam05540	Serpulina hyodysenteriae variable surface protein
pfam16164	VWA N-terminal
pfam19981	Family of unknown function (DUF6417)
pfam18376	Mevalonate 5-diphosphate decarboxylase C-terminal domain
pfam10493	Rough deal protein C-terminal region
pfam03270	Protein of unknown function, DUF269
pfam15950	Putative sperm flagellar membrane protein
pfam03011	PFEMP1 DBL domain
pfam11898	Domain of unknown function (DUF3418)
pfam00015	Methyl-accepting chemotaxis protein (MCP) signalling domain
pfam12342	Protein of unknown function (DUF3640) 
pfam03402	Vomeronasal organ pheromone receptor family, V1R
pfam19356	Domain of unknown function (DUF5933)
pfam00498	FHA domain
pfam17009	Domain of unknown function (DUF5090)
pfam08767	CRM1 C terminal
pfam13207	AAA domain
pfam04384	Iron-sulphur cluster assembly
pfam01893	Uncharacterised protein family UPF0058
pfam07094	Protein of unknown function (DUF1357)
pfam01082	Copper type II ascorbate-dependent monooxygenase, N-terminal domain
pfam08281	Sigma-70, region 4
pfam00117	Glutamine amidotransferase class-I
pfam04700	Structural glycoprotein p40/gp41 conserved region
pfam00916	Sulfate permease family
pfam04449	CS1 type fimbrial major subunit
pfam05402	Coenzyme PQQ synthesis protein D (PqqD)
pfam17971	Leukemia inhibitory factor receptor D2 domain
pfam10536	Plant mobile domain
pfam04366	Las17-binding protein actin regulator
pfam04295	D-galactarate dehydratase / Altronate hydrolase, C terminus
pfam15207	TMEM240 family
pfam00159	Pancreatic hormone peptide
pfam16987	KIX domain
pfam14777	Cilia BBSome complex subunit 10
pfam16186	Atypical Arm repeat 
pfam02634	FdhD/NarQ family
pfam09520	Type II restriction endonuclease, TdeIII
pfam03540	Transcription initiation factor TFIID 23-30kDa subunit
pfam04437	RINT-1 / TIP-1 family
pfam05011	Lariat debranching enzyme, C-terminal domain
pfam09806	Cyclin-dependent kinase 2-associated protein
pfam14232	Domain of unknown function (DUF4334)
pfam08641	Kinetochore protein Mis14 like
pfam05270	Alpha-L-arabinofuranosidase B (ABFB) domain
pfam11455	Protein  of unknown function (DUF3018)
pfam00923	Transaldolase/Fructose-6-phosphate aldolase
pfam15301	SLAIN motif-containing family
pfam07870	Protein of unknown function (DUF1657)
pfam15333	TATA box-binding protein-associated factor 1D
pfam00637	Region in Clathrin and VPS
pfam09171	N-glycosylase/DNA lyase
pfam00289	Biotin carboxylase, N-terminal domain
pfam08387	FBD
pfam16256	Domain of unknown function (DUF4911)
pfam04764	Protein of unknown function (DUF613)
pfam17807	Variant UBP zinc finger
pfam10928	Protein of unknown function (DUF2810)
pfam02114	Phosducin
pfam06075	Plant protein of unknown function (DUF936)
pfam00649	Copper fist DNA binding domain
pfam05338	Protein of unknown function (DUF717)
pfam03851	UV-endonuclease UvdE
pfam00855	PWWP domain
pfam08151	FerI (NUC094) domain
pfam11764	COMPASS (Complex proteins associated with Set1p) component N
pfam10978	Protein of unknown function (DUF2785)
pfam06025	Domain of Unknown Function (DUF913)
pfam06340	Vibrio cholerae toxin co-regulated pilus biosynthesis protein F
pfam04455	LOR/SDH bifunctional enzyme conserved region 
pfam05414	Viral domain of unknown function (DUF1717)
pfam07820	TraC-like protein
pfam00973	Paramyxovirus nucleocapsid protein
pfam02834	LigT like Phosphoesterase
pfam07506	RepB plasmid partitioning protein
pfam09606	ARC105 or Med15 subunit of Mediator complex non-fungal
pfam12963	Protein of unknown function (DUF3852)
pfam00145	C-5 cytosine-specific DNA methylase
pfam08841	Diol dehydratase reactivase ATPase-like domain
pfam03141	Putative S-adenosyl-L-methionine-dependent methyltransferase
pfam09121	Tower
pfam09570	SinI restriction endonuclease
pfam07670	Nucleoside recognition
pfam14727	PTHB1 N-terminus
pfam11295	Protein of unknown function (DUF3096)
pfam02102	Deuterolysin metalloprotease (M35) family
pfam00837	Iodothyronine deiodinase
pfam05220	MgpC adhesin
pfam16496	SWIRM-associated domain at the N-terminal
pfam11700	Vacuole effluxer Atg22 like
pfam11449	Putative, 10TM heavy-metal exporter
pfam19507	Family of unknown function (DUF6041)
pfam17607	Family of unknown function (DUF5503)
pfam17921	Integrase zinc binding domain
pfam08550	Fungal protein of unknown function (DUF1752)
pfam00849	RNA pseudouridylate synthase
pfam01232	Mannitol dehydrogenase Rossmann domain
pfam01777	Ribosomal L27e protein family
pfam18940	Family of unknown function (DUF5687)
pfam11437	Vanadium-binding protein 2
pfam02044	Bombesin-like peptide
pfam07335	Fungal chitosanase of glycosyl hydrolase group 75
pfam09680	Family of unknown function
pfam16533	STIM1 Orai1-activating region
pfam07580	M26 IgA1-specific Metallo-endopeptidase C-terminal region
pfam04898	Glutamate synthase central domain
pfam16501	S phase cyclin A-associated protein in the endoplasmic reticulum
pfam00188	Cysteine-rich secretory protein family
pfam08031	Berberine and berberine like 
pfam05651	Putative sugar diacid recognition
pfam08003	Protein of unknown function (DUF1698)
pfam11384	Protein of unknown function (DUF3188)
pfam18326	RFX5 N-terminal domain
pfam17392	Urocanase C-terminal domain
pfam14082	Domain of unknown function (DUF4263)
pfam14893	PNMA
pfam16918	Protein kinase G tetratricopeptide repeat
pfam10183	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I) 
pfam18008	Replication initiator protein A C-terminal domain
pfam09240	Interleukin-6 receptor alpha chain, binding
